"location","month","new_cases","mobility_change"
"Liechtenstein","06",0,-35.0666666666667
"Liechtenstein","07",5.07503225806452,-38.1935483870968
"Liechtenstein","08",4.9164375,-42.3125
"Liechtenstein","09",11.7995,-21.05
"Liechtenstein","10",351.026483870968,-42.3225806451613
"Liechtenstein","11",644.168766666667,-52.8
"Liechtenstein","12",732.503387096774,-55.8064516129032
"Lithuania","02",0.367,38.78
"Lithuania","03",5.5338064516129,-116.592580645161
"Lithuania","04",11.1058,-209.545333333333
"Lithuania","05",3.46016129032258,-16.3987096774194
"Lithuania","06",1.7755,205.67
"Lithuania","07",3.04529032258065,356.854516129032
"Lithuania","08",9.84693548387097,366.289032258065
"Lithuania","09",21.8934,230.226
"Lithuania","10",120.000935483871,49.1829032258065
"Lithuania","11",569.3244,-122.002
"Lithuania","12",955.599290322581,-176.42064516129
"Luxembourg","02",NA,27.5516666666667
"Luxembourg","03",112.186161290323,-253.516129032258
"Luxembourg","04",85.5198333333333,-454.859333333333
"Luxembourg","05",12.0587419354839,-263.844516129032
"Luxembourg","06",14.9635333333333,-76.6923333333333
"Luxembourg","07",123.471709677419,86.6703225806452
"Luxembourg","08",-3.60725806451612,-41.4093548387097
"Luxembourg","09",100.3233,4.11933333333333
"Luxembourg","10",444.467258064516,-71.9374193548387
"Luxembourg","11",934.221133333333,-138.364
"Luxembourg","12",604.836161290323,-249.634838709677
"Malta","02",NA,55.5333333333333
"Malta","03",NA,-109.387096774194
"Malta","04",22.3460666666667,-203.266666666667
"Malta","05",11.1779677419355,-119.387096774194
"Malta","06",3.92573333333333,-41.2666666666667
"Malta","07",11.251064516129,16.9354838709677
"Malta","08",77.3686774193548,1.96774193548387
"Malta","09",88.7049,-21.7333333333333
"Malta","10",218.005741935484,-27.4516129032258
"Malta","11",289.2156,-67.2
"Malta","12",211.941903225806,-59.6774193548387
"Netherlands","02",0.116666666666667,46.2866666666667
"Netherlands","03",23.8355161290323,-166.428709677419
"Netherlands","04",52.2229333333333,-269.028666666667
"Netherlands","05",13.4285806451613,-129.424193548387
"Netherlands","06",7.4662,-6.40466666666667
"Netherlands","07",7.73174193548387,144.946451612903
"Netherlands","08",35.0954193548387,151.426774193548
"Netherlands","09",102.628966666667,69.07
"Netherlands","10",436.107451612903,-130.444838709677
"Netherlands","11",339.055266666667,-177.014
"Netherlands","12",520.447774193548,-238.519032258065
"Norway","02",NA,59.358
"Norway","03",27.5260967741935,-171.125483870968
"Norway","04",19.0424,-157.245
"Norway","05",4.17712903225806,-7.23645161290323
"Norway","06",2.69913333333333,210.589333333333
"Norway","07",2.14812903225806,382.052903225806
"Norway","08",9.17529032258065,308.186774193548
"Norway","09",19.9524,117.503333333333
"Norway","10",37.5108387096774,19.051935483871
"Norway","11",97.2656,-119.784
"Norway","12",79.8352580645161,-143.937419354839
"Poland","03",2.18089285714286,-203.935357142857
"Poland","04",9.30593333333333,-318.588
"Poland","05",9.2981935483871,-131.774838709677
"Poland","06",9.3421,57.797
"Poland","07",9.62722580645161,238.736129032258
"Poland","08",18.4820967741935,291.903225806452
"Poland","09",21.2630333333333,151.827666666667
"Poland","10",231.168258064516,-24.8996774193548
"Poland","11",553.180433333333,-167.171333333333
"Poland","12",259.167677419355,-131.895483870968
"Portugal","02",NA,117.805
"Portugal","03",NA,-211.87935483871
"Portugal","04",57.5414,-436.942
"Portugal","05",23.5845483870968,-274.622258064516
"Portugal","06",31.5167333333333,-150.451
"Portugal","07",28.2538709677419,7.70032258064516
"Portugal","08",21.9553225806452,192.238709677419
"Portugal","09",57.3061,54.152
"Portugal","10",207.964129032258,-59.6148387096774
"Portugal","11",512.525033333333,-200.228666666667
"Portugal","12",365.763258064516,-189.751290322581
"Romania","02",0.039,30.03
"Romania","03",3.75945161290323,-194.305161290323
"Romania","04",17.3184,-388.169333333333
"Romania","05",11.7661612903226,-237.40064516129
"Romania","06",13.3644,-66.5746666666667
"Romania","07",40.1027096774194,48.088064516129
"Romania","08",61.4620967741935,94.7893548387097
"Romania","09",69.3638666666667,40.7983333333333
"Romania","10",190.76635483871,-57.218064516129
"Romania","11",405.494066666667,-169.254
"Romania","12",263.094129032258,-165.057741935484
"Slovakia","03",2.55723076923077,-288.327307692308
"Slovakia","04",6.3068,-291.001333333333
"Slovakia","05",0.738483870967742,-156.101290322581
"Slovakia","06",0.891233333333333,26.6103333333333
"Slovakia","07",3.69274193548387,230.385161290323
"Slovakia","08",9.60129032258065,282.990967741935
"Slovakia","09",38.0001,163.225333333333
"Slovakia","10",280.787548387097,-134.910322580645
"Slovakia","11",294.677466666667,-171.916666666667
"Slovakia","12",434.945161290323,-200.918387096774
"Slovenia","02",NA,60.5789285714286
"Slovenia","03",NA,-216.922258064516
"Slovenia","04",10.0532,-318.976333333333
"Slovenia","05",0.682709677419355,-107.905161290323
"Slovenia","06",2.03623333333333,72.7723333333333
"Slovenia","07",8.627,240.646451612903
"Slovenia","08",11.2806451612903,262.122580645161
"Slovenia","09",45.0071666666667,173.636666666667
"Slovenia","10",444.040032258065,-58.7706451612903
"Slovenia","11",665.518066666667,-251.509
"Slovenia","12",719.010612903226,-240.003225806452
"Spain","02",0.0332068965517241,106.393448275862
"Spain","03",66.1501612903226,-320.811290322581
"Spain","04",83.7789333333333,-601.867
"Spain","05",17.9688709677419,-389.524193548387
"Spain","06",6.98116666666667,-182.04
"Spain","07",27.0809032258065,1.65709677419355
"Spain","08",120.281612903226,11.7451612903226
"Spain","09",218.394766666667,-36.6446666666667
"Spain","10",287.353677419355,-116.046774193548
"Spain","11",329.740933333333,-193.045333333333
"Spain","12",193.237419354839,-178.495483870968
"Sweden","02",0.0477931034482759,46.1106896551724
"Sweden","03",15.3955161290323,-73.731935483871
"Sweden","04",55.3406666666667,-84.2443333333333
"Sweden","05",54.4912903225806,15.1506451612903
"Sweden","06",96.5846333333333,220.671666666667
"Sweden","07",29.2323225806452,348.90935483871
"Sweden","08",23.3264516129032,319.062903225806
"Sweden","09",28.0019333333333,135.490333333333
"Sweden","10",100.58864516129,47.0332258064516
"Sweden","11",392.021766666667,-103.078
"Sweden","12",620.453677419355,-156.292258064516
"Switzerland","02",0.416,19.99
"Switzerland","03",61.8242258064516,-194.677419354839
"Switzerland","04",49.9964333333333,-272.743
"Switzerland","05",4.75590322580645,-118.555161290323
"Switzerland","06",3.2816,-7.098
"Switzerland","07",13.1124838709677,146.994193548387
"Switzerland","08",25.8858709677419,129.095806451613
"Switzerland","09",42.7710333333333,120.618
"Switzerland","10",376.33835483871,-7.01064516129032
"Switzerland","11",665.621466666667,-105.255
"Switzerland","12",466.743161290323,-155.440322580645
"United Kingdom","01",0.029,76.2
"United Kingdom","02",0.0300344827586207,47.1296551724138
"United Kingdom","03",18.4151290322581,-159.388709677419
"United Kingdom","04",68.7212,-440.674666666667
"United Kingdom","05",37.4290322580645,-307.535483870968
"United Kingdom","06",13.5899666666667,-222.213333333333
"United Kingdom","07",9.30261290322581,-83.4316129032258
"United Kingdom","08",15.8187741935484,4.59290322580645
"United Kingdom","09",57.8249,3.41933333333334
"United Kingdom","10",265.60035483871,-90.1290322580645
"United Kingdom","11",303.912033333333,-216.737666666667
"United Kingdom","12",409.842161290323,-210.252903225806
