country_region_code,date,Retail & Recreation,Grocery & Pharmacy,Parks,Transit stations,Workplaces,Residential
AT,3/10/2020,-2.706666667,8.734042553,-3.555555556,-1.5,0.608247423,0.382022472
AT,3/11/2020,-4.486842105,16.91578947,5.352941176,-2.930232558,-0.226804124,0.629213483
AT,3/12/2020,-8.289156627,23.90526316,10.23684211,-4.341176471,-1.855670103,1.431818182
AT,3/13/2020,-17.97701149,45.30208333,-23.37777778,-13.54022989,-4.24742268,4.681818182
AT,3/14/2020,-35.97619048,-8.947368421,-21.04255319,-31.02597403,-8.694117647,7.947368421
AT,3/15/2020,-57.55882353,-40.72222222,-15.71428571,-37.61333333,-18.60526316,7.318181818
AT,3/16/2020,-71.1038961,-16.08510638,-44.87179487,-49.83146067,-40.67346939,18.17073171
AT,3/17/2020,-79.07594937,-34.75,-47.45945946,-57.69318182,-52.20408163,22.78947368
AT,3/18/2020,-79.3125,-34.10989011,-35.71052632,-57.90909091,-54.71428571,23.07894737
AT,3/19/2020,-79.56470588,-31.48913043,-36.5952381,-59.23595506,-56.93877551,24.7972973
AT,3/20/2020,-81.61176471,-32.43157895,-38.14285714,-62.03370787,-57.16326531,25.46376812
AT,3/21/2020,-88.5,-43.06666667,-65.01754386,-69,-52.8021978,20.125
AT,3/22/2020,-90.98113208,-72.77777778,-56.12280702,-70.57333333,-52.71604938,15.3
AT,3/23/2020,-79.37179487,-32.09574468,-58.19047619,-65.45454545,-57.30612245,24.5
AT,3/24/2020,-80.3125,-35.65555556,-49.02564103,-63.89772727,-58.75510204,25.34722222
AT,3/25/2020,-81.35443038,-35.77777778,-57.73170732,-66.24137931,-58.89795918,25.94366197
AT,3/26/2020,-81.24705882,-32.91208791,-60.30434783,-66.75,-59.06122449,27.01388889
AT,3/27/2020,-80.68604651,-30.58510638,-42.60869565,-64.52873563,-58.21428571,26.43478261
AT,3/28/2020,-83.97647059,-35.63333333,-29.2826087,-60.18987342,-48.57303371,16.6
AT,3/29/2020,-88.48214286,-72.23529412,-45.90384615,-65.42465753,-50.2,14.09090909
AT,3/30/2020,-77.96153846,-31.4893617,-60.5,-65.80681818,-55.43877551,23.94520548
AT,3/31/2020,-76.6875,-25.7311828,-51.05263158,-62.40909091,-56.13265306,23.87671233
AT,4/1/2020,-77.09876543,-33.32608696,-40.36585366,-59.5505618,-55.79591837,23.15068493
AT,4/2/2020,-76.36904762,-30.87234043,-39.0952381,-60.05617978,-56.28571429,24.09722222
AT,4/3/2020,-78.63529412,-28.13684211,-46.84444444,-61.69318182,-56.60204082,25.11428571
AT,4/4/2020,-83.29411765,-34.98913043,-38.17021277,-60.56962025,-47.14606742,16.95
AT,4/5/2020,-82.98275862,-64.88888889,-20.9375,-56.51315789,-45.83544304,11.90909091
AT,4/6/2020,-72.12820513,-27.08510638,-32.58974359,-56.42045455,-54.73469388,20.81333333
AT,4/7/2020,-73.1375,-26.11827957,-26.03030303,-54.64772727,-55.57142857,20.98666667
AT,4/8/2020,-72.9375,-22.57608696,-25.88235294,-53.56179775,-55.28571429,20.44
AT,4/9/2020,-72.72289157,-15.11578947,-29.97435897,-54.60227273,-56.39795918,21.6
AT,4/10/2020,-75.68604651,-19.37894737,-29.95348837,-59.60674157,-60.97959184,23.93846154
AT,4/11/2020,-81.52941176,-32.02150538,-25.93617021,-56.49367089,-44.78651685,14.86363636
AT,4/12/2020,-84.46428571,-63.5,-17.36734694,-57.28947368,-45.40506329,11
AT,4/13/2020,-90.96969697,-95.24691358,-27.13513514,-72.93023256,-87.57291667,31.70588235
AT,4/14/2020,-58.32051282,-18.10638298,-44.47368421,-54.20454545,-49.85714286,19.41558442
AT,4/15/2020,-59.3875,-22.85106383,-24.65714286,-48.5505618,-48.20408163,18.5125
AT,4/16/2020,-60.52439024,-18.92631579,-21.875,-48.65909091,-48.2755102,18.82278481
AT,4/17/2020,-62.06976744,-19.15789474,-21.5,-49.68539326,-48.86734694,19.15789474
AT,4/18/2020,-68.97647059,-22.51578947,-16.53333333,-48.12820513,-35.39772727,12.60714286
AT,4/19/2020,-83.62068966,-66.1875,-36.51785714,-58.89333333,-41.1,11.58333333
AT,4/20/2020,-53.86666667,-21.89473684,-32.78378378,-48.91954023,-44.69387755,16.79268293
AT,4/21/2020,-56.20512821,-20.38297872,-18.22857143,-46.37931034,-44.86734694,17.03658537
AT,4/22/2020,-56.8375,-19.90322581,-12.82352941,-44.90804598,-44.39795918,16.26829268
AT,4/23/2020,-57.73170732,-16.29787234,-14.02564103,-45.82758621,-44.98979592,16.88888889
AT,4/24/2020,-59.8372093,-17.125,-21.76190476,-48.47727273,-46.53061224,18.06578947
AT,4/25/2020,-66.05882353,-18.93684211,-13.17777778,-46.51948052,-32.68181818,11.62068966
AT,4/26/2020,-71.88888889,-58.93333333,5.127659574,-44.10958904,-33.39240506,7.923076923
AT,4/27/2020,-52.49333333,-20.13684211,-29.71052632,-45.26744186,-41.52040816,15.10843373
AT,4/28/2020,-54.61538462,-17.95744681,-17.58823529,-43.43023256,-41.7244898,15.08433735
AT,4/29/2020,-56.5375,-8.905263158,-49.17948718,-49.56818182,-42.6122449,17.2195122
AT,4/30/2020,-43.03614458,19.02105263,-23.95,-41.71264368,-41.70408163,13.25301205
AT,5/1/2020,-83.22619048,-92.64772727,-15.475,-61.03409091,-81.7755102,26.75
AT,5/2/2020,-40.35714286,7.368421053,-24.37777778,-41.34666667,-24.48837209,8.59375
AT,5/3/2020,-69.79365079,-54.64285714,-2.979166667,-38.94366197,-29.56410256,6.8125
AT,5/4/2020,-26.61111111,-5.421052632,-20.47368421,-35.95402299,-34.24489796,10.6627907
AT,5/5/2020,-34.32,-7.20212766,-35.08108108,-41.56976744,-35.43877551,12.81176471
AT,5/6/2020,-33.91025641,-4.136842105,-12.97058824,-35.1954023,-34.43877551,11.02325581
AT,5/7/2020,-33.90361446,-2.326315789,0.555555556,-34.51162791,-35.26530612,10.77647059
AT,5/8/2020,-35.75581395,0.010526316,1.435897436,-34.47126437,-36.94897959,11.12345679
AT,5/9/2020,-40.57647059,3.631578947,2.523809524,-30.84931507,-19.40697674,5.382352941
AT,5/10/2020,-62.57352941,-39.23529412,-3.127659574,-32.08450704,-17.16,3.571428571
AT,5/11/2020,-33.33333333,-15.50526316,-28.83783784,-36.27586207,-32.37755102,10.88372093
AT,5/12/2020,-35.03947368,-8.829787234,-24.77777778,-36.53488372,-32.58163265,11.6744186
AT,5/13/2020,-37.26582278,-10.15957447,-27.69444444,-37.55681818,-32.13265306,11.41860465
AT,5/14/2020,-37.70731707,-7.052631579,-25.80952381,-38.26744186,-32.67346939,11.91764706
AT,5/15/2020,-29,-8.842105263,-45.09090909,-42.34482759,-32.89795918,12.57831325
AT,5/16/2020,-31.78571429,-11.86170213,-10.45652174,-31.43243243,-12.42528736,5.702702703
AT,5/17/2020,-34.16176471,-31.58823529,23.32608696,-25,-13.85135135,2.636363636
AT,5/18/2020,-14.36486486,-10.32631579,4.117647059,-24.24705882,-24.6122449,6.465116279
AT,5/19/2020,-17.39189189,-6.234042553,-1.4375,-26.62352941,-25.55102041,7.494252874
AT,5/20/2020,-8.105263158,26.37234043,-2.529411765,-20.78571429,-26,4.597701149
AT,5/21/2020,-53.44444444,-88.42696629,55.35483871,-43.6627907,-79.76530612,20.43243243
AT,5/22/2020,-13.9047619,3.885416667,17.30555556,-29.76744186,-43.43877551,10.175
AT,5/23/2020,-29.04761905,-9.431578947,-2.488372093,-33.96103896,-12.76744186,5.692307692
AT,5/24/2020,-36.35820896,-29.33333333,5.25,-27.24637681,-13.45333333,3.333333333
AT,5/25/2020,-17.56338028,-6.168421053,-31.33333333,-29.46511628,-25.76530612,8
AT,5/26/2020,-20.26027397,-7.372340426,-16.35294118,-29.38823529,-23.80612245,7.920454545
AT,5/27/2020,-17.69230769,-8.287234043,14.9375,-23.17647059,-22.93877551,5.829545455
AT,5/28/2020,-21.69135802,-3.842105263,-31.07317073,-30.41860465,-24.8556701,8.5
AT,5/29/2020,-18.80232558,-0.21875,-9.794871795,-24.73255814,-26.16326531,7.083333333
AT,5/30/2020,-21.38823529,1.252631579,19.97619048,-20.89189189,-5.435294118,2.634146341
AT,5/31/2020,-34.85714286,-25.94444444,2.490196078,-34.2739726,-12.90410959,2.5
AT,6/1/2020,-39.90909091,-87.13333333,85.92307692,-34,-78.06122449,16.31818182
AT,6/2/2020,-7.02739726,10.4787234,29.06666667,-18.85882353,-26.65306122,3.965517241
AT,6/3/2020,-13.80263158,-1.64893617,14.60606061,-16.91860465,-20.41836735,3.852272727
AT,6/4/2020,-15.7037037,-2.705263158,-11.25,-19.23809524,-20.79381443,5.102272727
AT,6/5/2020,-15.56976744,-2.34375,-18.02272727,-22.65116279,-21.67346939,6.209302326
AT,6/6/2020,-16.95294118,-8.85106383,30.10526316,-17.65277778,-1.154761905,0.952380952
AT,6/7/2020,-23.98484848,-18.8125,-1.695652174,-27.97014925,-6.871428571,2.958333333
AT,6/8/2020,-9.25,-5.157894737,-16.24324324,-20.04705882,-22.37755102,4.897727273
AT,6/9/2020,-10.05479452,-4.095744681,-11.6969697,-19.77647059,-22.42857143,5.272727273
AT,6/10/2020,-2.277777778,22.69473684,-14.18181818,-13.37209302,-22.70408163,2.159090909
AT,6/11/2020,-40.13414634,-86.66292135,62.34482759,-37.20930233,-75.80612245,17.70212766
AT,6/12/2020,-3.411764706,4.147368421,84.60606061,-17.49411765,-40.73469388,5.481481481
AT,6/13/2020,-14.07142857,-7.64893617,78.03125,-10.43835616,-0.736842105,-1.714285714
AT,6/14/2020,-26.15151515,-29,-10.25490196,-18.31428571,-0.358695652,1.375
AT,6/15/2020,-7.833333333,-4.421052632,-17.34285714,-17.1627907,-21.56122449,4.829545455
AT,6/16/2020,-5.706666667,-4.085106383,21.26666667,-13.01176471,-19.71428571,3.704545455
AT,6/17/2020,-6.934210526,-6.106382979,24.84848485,-12.43023256,-19.64285714,3.306818182
AT,6/18/2020,-8.543209877,-4.842105263,17.75675676,-16.4,-20.80612245,3.818181818
AT,6/19/2020,-11.6744186,-6.78125,8.578947368,-14.95348837,-21.43877551,3.813953488
AT,6/20/2020,-14.0952381,-8.157894737,13.75555556,-18.39473684,-4.421052632,1.558139535
AT,6/21/2020,-25.265625,-27.77777778,-0.811320755,-18.8630137,-6.22826087,1.782608696
AT,6/22/2020,-4.5,-6.926315789,37.67741935,-12.01176471,-21.40816327,2.670454545
AT,6/23/2020,-4,-7.063829787,67.53846154,-8.369047619,-20.95918367,1.840909091
AT,6/24/2020,-4.947368421,-6.29787234,71.86666667,-9.156626506,-19.19387755,1.704545455
AT,6/25/2020,-6.974683544,-2.768421053,28.5,-13.79761905,-20.84693878,3.625
AT,6/26/2020,-8.825581395,-4.4,48.22857143,-8.790697674,-21.10204082,2.151162791
AT,6/27/2020,-12.80952381,-8.882978723,83.79411765,-1.097222222,-1.652631579,-2.139534884
AT,6/28/2020,-3.696969697,-10.16666667,72.625,3.696969697,1.826086957,-3.857142857
AT,6/29/2020,-5.611111111,-4.178947368,15.02857143,-14.54651163,-19.98979592,4.136363636
AT,6/30/2020,3.413333333,-2.393617021,76,-6.047619048,-17.96938776,1.534090909
AT,7/1/2020,-2.466666667,-3.263157895,46.7,-8.095238095,-18.04081633,1.738636364
AT,7/2/2020,-3.1375,-1.031578947,33.77142857,-9.738095238,-18.76530612,2.625
AT,7/3/2020,0.011764706,1.708333333,40.67567568,-6.38372093,-20.37755102,2.395348837
AT,7/4/2020,-4.746987952,-5.842105263,97.96774194,9.295774648,-0.705263158,-3.068181818
AT,7/5/2020,4.205882353,-0.055555556,115.5405405,13.55223881,0.663043478,-5.931034483
AT,7/6/2020,1.808219178,1.734042553,58.31034483,-6.811764706,-23.17346939,2.482758621
AT,7/7/2020,9.648648649,4.276595745,97.17391304,-3.929411765,-22.94897959,1.363636364
AT,7/8/2020,5.013513514,0.861702128,103.9230769,-5.071428571,-21.7755102,0.261363636
AT,7/9/2020,0.7,-0.284210526,87.93333333,-6,-23.05102041,0.873563218
AT,7/10/2020,-6.941860465,-4.757894737,71.29032258,-6.11627907,-25.85714286,1.517647059
AT,7/11/2020,-10.92857143,-1.968421053,7.744186047,-8.710526316,-11.01052632,2.682926829
AT,7/12/2020,11.79710145,5.111111111,115.2432432,18.56060606,-2.586956522,-4.074074074
AT,7/13/2020,7.540540541,0.419354839,94.80769231,-4.435294118,-28.78571429,1.333333333
AT,7/14/2020,7.081081081,-1.170212766,106.7727273,-5.75,-29.03061224,1.229885057
AT,7/15/2020,4.613333333,2.20212766,75.11111111,-12.34939759,-28.2755102,2.908045977
AT,7/16/2020,0.898734177,-0.452631579,41,-15.65882353,-29.58163265,4.476744186
AT,7/17/2020,-4.604651163,-4.40625,46.34285714,-13,-30.35714286,4.630952381
AT,7/18/2020,-7.404761905,-6.074468085,57.26315789,4.702702703,-10.21052632,0.738095238
AT,7/19/2020,5.1,8.166666667,104.3243243,13.72307692,-5.304347826,-2.925925926
AT,7/20/2020,6.216216216,-1.195652174,120.6666667,-3.035294118,-29.03061224,1.287356322
AT,7/21/2020,4.413333333,-1.5,116.7727273,-8.369047619,-29.34693878,1.862068966
AT,7/22/2020,7.48,1.4,109.92,-9.321428571,-29.20408163,2.643678161
AT,7/23/2020,3.8875,-1.410526316,107.5862069,-8.714285714,-29.44897959,2.465116279
AT,7/24/2020,-4.905882353,-4.197916667,73.53125,-9.965116279,-31.37755102,4.785714286
AT,7/25/2020,-3.6,-7.159574468,121,18.22535211,-6.557894737,-2.146341463
AT,7/26/2020,6.275362319,9.611111111,103.9459459,14.67692308,-4.923913043,-2.37037037
AT,7/27/2020,8.175675676,-0.32967033,138.6956522,-3.915662651,-33.81632653,1.453488372
AT,7/28/2020,-1.12,-3.138297872,126.2727273,-8.821428571,-34.48979592,2.569767442
AT,7/29/2020,7.786666667,1.691489362,126.3846154,-8.476190476,-33.7244898,3.26744186
AT,7/30/2020,4.17721519,-0.638297872,120.0384615,-5.352941176,-34.41836735,1.965116279
AT,7/31/2020,-2.965116279,-1.736842105,124.3928571,-1.623529412,-35,1.428571429
AT,8/1/2020,-7.035294118,-6.319148936,126.0357143,25.34782609,-7.505263158,-4.547619048
AT,8/2/2020,5,10.61111111,81.775,15.71212121,-7.543478261,-2.153846154
AT,8/3/2020,13.93150685,4.826086957,69.53333333,-13.41176471,-38.90816327,6.119047619
AT,8/4/2020,9.824324324,0.840425532,67.03571429,-15.42352941,-38.92857143,6.764705882
AT,8/5/2020,13.74324324,2.138297872,117.4583333,-9.535714286,-37.69387755,4.141176471
AT,8/6/2020,9.350649351,-1.494736842,133.8461538,-4.445783133,-37.48979592,2.447058824
AT,8/7/2020,-1.317647059,-4.294736842,129.8148148,-2.435294118,-37.48979592,1.55952381
AT,8/8/2020,-5.916666667,-6.787234043,136.6071429,19.74285714,-7.494736842,-4.80952381
AT,8/9/2020,11.55714286,15.44444444,131.5454545,22.89230769,-3.086956522,-6.962962963
AT,8/10/2020,8.513513514,2.663043478,136.2083333,-2.658823529,-36.21428571,1.5
AT,8/11/2020,10.58666667,3,142,-7.928571429,-36.75510204,2.930232558
AT,8/12/2020,10.14666667,2.70212766,145.5416667,-6.397590361,-35.7244898,1.779069767
AT,8/13/2020,2.95,0.642105263,101.2222222,-8.964285714,-37.01020408,4.035294118
AT,8/14/2020,5.011627907,21.79166667,90.36666667,-5.093023256,-36.76530612,3.19047619
AT,8/15/2020,-32.54117647,-84.13333333,129.375,7.472222222,-30.53608247,1.303030303
AT,8/16/2020,16.45588235,22.94444444,122.2702703,23.98461538,-3.923913043,-5.259259259
AT,8/17/2020,1.157894737,6,66,-21.26315789,-34.49333333,3.325581395
AT,8/18/2020,1.526315789,-1.1,76,-23.63157895,-33.18666667,4.279069767
AT,8/19/2020,-1.857142857,-5.045454545,101.5,-21.38888889,-32.36,2.011627907
AT,8/20/2020,-11.5,-7.869565217,95.5,-22,-33.08,1.046511628
AT,8/21/2020,-19.96296296,-12.21875,65,-22.73684211,-34.34666667,0.86746988
AT,8/22/2020,-24.9,-14.09375,33.25,-23.13333333,-9.666666667,-1.390243902
AT,8/23/2020,-19.07692308,14,57.8,-13.18181818,-4.777777778,-2.653846154
AT,8/24/2020,-3.421052632,-2.56,66.5,-21.73684211,-31.8,2.953488372
AT,8/25/2020,-6.05,-7.217391304,119.5,-19.66666667,-31.13333333,1.597701149
AT,8/26/2020,-11.68181818,-9.217391304,96.5,-21.38888889,-29.93333333,1
AT,8/27/2020,-13.18181818,-8.304347826,82.5,-22.31578947,-30.96,1.61627907
AT,8/28/2020,-16.15384615,-9.366666667,50.25,-23.5,-31.4109589,2.333333333
AT,8/29/2020,-22.10344828,-12.0625,15,-26.3125,-13.41666667,-0.023809524
AT,8/30/2020,-34,-4,-1.571428571,-21.90909091,-10.44444444,0.04
AT,8/31/2020,-8.904761905,-5.730769231,39,-22.94736842,-30.2,3.023255814
AT,9/1/2020,-8.409090909,-4.173913043,22.5,-23.11111111,-30.42666667,3.701149425
AT,9/2/2020,-10,-8.958333333,67.5,-22.66666667,-29.46666667,1.862068966
AT,9/3/2020,-11.59090909,-7.041666667,68.66666667,-20.44444444,-29.74666667,1.25
AT,9/4/2020,-12.2,-9.7,50,-20.78947368,-30.46575342,0.470588235
AT,9/5/2020,-17.57142857,-15.0625,85,-18.46153846,-9.25,-4.833333333
AT,9/6/2020,-33.5,-3,-6.25,-25.81818182,-13.11111111,-0.291666667
AT,9/7/2020,-6.571428571,-3.407407407,40,-19.21052632,-29.53333333,2.32183908
AT,9/8/2020,-6.590909091,-5.565217391,98,-16.1875,-28,0.647727273
AT,9/9/2020,-8.5,-10.26086957,86.5,-14.88235294,-26.6,-0.613636364
AT,9/10/2020,-12.13636364,-6.347826087,68.33333333,-16,-27.58666667,-0.522727273
AT,9/11/2020,1.197674419,-6.326086957,80.77419355,-3.30952381,-26.32653061,-1.534883721
AT,9/12/2020,1.476190476,-9.913043478,114.2647059,6.222222222,-6.442105263,-5.441860465
AT,9/13/2020,17.5942029,-2.25,118.0277778,16.93846154,-2.945652174,-6.259259259
AT,9/14/2020,7.608108108,-0.184782609,86.85185185,4.662650602,-21.17346939,-2.295454545
AT,9/15/2020,5.213333333,-1.173913043,102,6.317073171,-20.43877551,-1.988636364
AT,9/16/2020,1.842105263,-2.164835165,92.22222222,4.49382716,-20.70408163,-1.738636364
AT,9/17/2020,-3.746987952,-5.419354839,47.28125,-0.705882353,-21.93877551,0.045454545
AT,9/18/2020,-4.918604651,-6.440860215,65.125,3.071428571,-22.19387755,-0.546511628
AT,9/19/2020,-3.25,-9.673913043,100.7428571,0.25,-7.810526316,-2.707317073
AT,9/20/2020,11.07246377,-15.64705882,91.35135135,8.257575758,-5.52173913,-3.461538462
AT,9/21/2020,-2.688311688,-5.347826087,60.10714286,1.595238095,-20.90816327,-0.352272727
AT,9/22/2020,-4.573333333,-5.97826087,68.67857143,1.831325301,-20.55102041,0.409090909
AT,9/23/2020,-9.907894737,-4.634408602,23.1875,-1.795180723,-19.09183673,1.946808511
AT,9/24/2020,-10.96428571,-8.623655914,32.3030303,-3.345238095,-19.31632653,1.387096774
AT,9/25/2020,-20.05813953,-8.451612903,-24.46341463,-14.26744186,-20.57142857,5.086021505
AT,9/26/2020,-19.62790698,-10.76344086,-14.26190476,-27.53246753,-10.35789474,4.027777778
AT,9/27/2020,-9.726027397,-24.625,30.41860465,-10.2238806,-6.677419355,0.865384615
AT,9/28/2020,-14.63888889,-7.344086022,-24.97142857,-11.69411765,-17.76530612,3.903225806
AT,9/29/2020,-13.06666667,-6.505376344,-3.96969697,-9.2,-17.57142857,2.913978495
AT,9/30/2020,-11.44155844,-5.827956989,7.757575758,-4.963855422,-17.04081633,1.548387097
AT,10/1/2020,-9.518072289,-3.913978495,10.63888889,-5.023809524,-14.74489796,0.734042553
AT,10/2/2020,-15.09302326,-5.85106383,-4.461538462,-7.023255814,-15.91836735,2.021505376
AT,10/3/2020,-14.6627907,-8.419354839,-2.380952381,-21.75,-8.557894737,2.106666667
AT,10/4/2020,-3.5,-24.25,31.69767442,-5.573529412,-6.989130435,-0.196078431
AT,10/5/2020,-12.90666667,-6.989361702,-14.02702703,-6.25,-15.95918367,1.574468085
AT,10/6/2020,-12.15584416,-7.440860215,9.387096774,-4.253012048,-16.20408163,1.311827957
AT,10/7/2020,-13.31168831,-5.882978723,-14.17647059,-7.988095238,-15.05102041,2.311827957
AT,10/8/2020,-14.57317073,-7.440860215,5.694444444,-7.25,-14.87755102,1.861702128
AT,10/9/2020,-15.01162791,-9.70212766,18.62162162,-4.220930233,-14.83673469,1.215053763
AT,10/10/2020,-17.71764706,-11.02173913,6.575,-24.44594595,-7.957894737,2.256756757
AT,10/11/2020,-35.98591549,-41.17647059,-37.18518519,-32,-13.91397849,4.625
AT,10/12/2020,-14.63513514,-6.258064516,-20.52777778,-8.882352941,-15.08163265,2.627659574
AT,10/13/2020,-16.09333333,-7.64516129,-15.03030303,-10.95294118,-15.56122449,3.569892473
AT,10/14/2020,-15.5,-8.053763441,-5.558823529,-8.729411765,-13.84693878,3.279569892
AT,10/15/2020,-18.97560976,-7.193548387,-29,-12.78571429,-14.42857143,4
AT,10/16/2020,-19.51162791,-8.378947368,-31.04761905,-15.20930233,-15.31632653,4.946236559
AT,10/17/2020,-20.28235294,-13.11827957,-15.35714286,-29.01315789,-10.13684211,4.232876712
AT,10/18/2020,-21.58108108,-32.375,12.08695652,-19.65217391,-11.79569892,2.68627451
AT,10/19/2020,-15.91891892,-11.06451613,-5.891891892,-9.654761905,-14.46938776,2.808510638
AT,10/20/2020,-16.46666667,-10.88172043,2.59375,-10.9047619,-15.07142857,3.086021505
AT,10/21/2020,-16.96153846,-11.13978495,3.060606061,-8.554216867,-13.81632653,3.11827957
AT,10/22/2020,-17.97590361,-7.784946237,-3.567567568,-9.678571429,-14.3877551,3.35483871
AT,10/23/2020,-19.02325581,-5.106382979,-10.10526316,-10.74418605,-15.40816327,3.795698925
AT,10/24/2020,-21.98823529,-3.70212766,-16.30952381,-28.87837838,-11.21052632,4.236111111
AT,10/25/2020,-10.31506849,-24.4375,45.1,-18.62686567,-17.50537634,0.62745098
AT,10/26/2020,-50.675,-89.65168539,1.727272727,-47.46511628,-79.64285714,20.38709677
AT,10/27/2020,-10.90666667,9.344086022,-23.73529412,-23.43529412,-29.07142857,6.150537634
AT,10/28/2020,-13.74025974,-6.021505376,-2.838709677,-21.84883721,-27.53061224,5.752688172
AT,10/29/2020,-18.87951807,-7.276595745,-31.725,-31.24418605,-28.52040816,7.569892473
AT,10/30/2020,-18.13953488,-2.421052632,-22.31707317,-31.08045977,-28.73469388,7.688172043
AT,10/31/2020,-20.98823529,-6.870967742,8.65,-24.47945205,-8.915789474,3.305555556
AT,11/1/2020,-32.12328767,-34.8125,-6.382978723,-29.57352941,-16.41935484,3.647058824
AT,11/2/2020,-13.2,-12.71276596,-8.4,-27.96511628,-29.03061224,6.677419355
AT,11/3/2020,-42.28571429,-12.67741935,-22.67647059,-24.76470588,-24.20408163,9.23655914
AT,11/4/2020,-42.87341772,-11.69892473,-37.05405405,-30.6744186,-25.43877551,10.56989247
AT,11/5/2020,-42.29761905,-9.717391304,-32.48717949,-31.25581395,-25.62244898,10.58064516
AT,11/6/2020,-43.45977011,-9.270833333,-16.7804878,-32.96551724,-25.93877551,11.48387097
AT,11/7/2020,-44.95348837,-10.06451613,1.875,-38.83544304,-23.97938144,9.085714286
AT,11/8/2020,-64.24242424,-46.25,13.3125,-38.87671233,-31.38947368,7.104166667
AT,11/9/2020,-35.7027027,-12.43010753,-24.66666667,-30.68604651,-25.87755102,9.344086022
AT,11/10/2020,-37.72,-10.8172043,-21.69444444,-29.10465116,-26.42857143,10.03225806
AT,11/11/2020,-39.5875,-12.19354839,-23.5,-29.73255814,-27.2755102,10.41935484
AT,11/12/2020,-41,-10.92553191,-26.25,-31.44186047,-26.5,10.92473118
AT,11/13/2020,-39.16091954,-6.263157895,-23.61904762,-33.12790698,-27.25510204,11.82795699
AT,11/14/2020,-35.65116279,-4.589473684,-2.543478261,-39.44155844,-23.36458333,8.4
AT,11/15/2020,-64.46478873,-47.875,1.666666667,-39.93055556,-29.76842105,6.9375
AT,11/16/2020,-11.08333333,2.744680851,-37.15384615,-29.56976744,-25.37755102,7.827956989
AT,11/17/2020,-68.05063291,-29.22222222,-26.69444444,-44.02298851,-37.55102041,15.35483871
AT,11/18/2020,-65.55,-22.74444444,-16.51515152,-42.32183908,-37.08163265,14.67741935
AT,11/19/2020,-67.39285714,-21.91304348,-38.17073171,-48.03448276,-37.80612245,16.3655914
AT,11/20/2020,-68.89655172,-19.04210526,-42.38095238,-50.52272727,-38.39795918,18.07526882
AT,11/21/2020,-72.58823529,-21.40217391,-11.60465116,-52.56962025,-35.08247423,13.45454545
AT,11/22/2020,-71.13846154,-54.5,-0.708333333,-48.77333333,-36.4,9.6875
AT,11/23/2020,-62.67105263,-19.94565217,-36.48717949,-45.97701149,-36.30612245,14.19354839
AT,11/24/2020,-62.41772152,-18.40217391,-22.8,-43.98837209,-37.12244898,14.4516129
AT,11/25/2020,-64.3,-17.89010989,-29.08333333,-44.30681818,-36.35714286,14.74193548
AT,11/26/2020,-64.9047619,-16.76344086,-33.0952381,-46.03448276,-36.74489796,15.38709677
AT,11/27/2020,-65.45977011,-13.46315789,-32.90243902,-48.88636364,-37.64285714,16.58064516
AT,11/28/2020,-71.06976744,-16.5,-15.35416667,-51,-34.13402062,12.83333333
AT,11/29/2020,-70.82089552,-54.94444444,-14.04166667,-48.54794521,-34.85263158,9.583333333
AT,11/30/2020,-58.09090909,-13.43478261,-27.42105263,-42.32183908,-34.2755102,12.6344086
AT,12/1/2020,-59.69230769,-11.48387097,-34.41666667,-43.02298851,-35.17346939,13.8172043
AT,12/2/2020,-61.62962963,-13.3655914,-39.05405405,-43.125,-34.29591837,14.23655914
AT,12/3/2020,-63.49411765,-14.45652174,-37.44444444,-42.72727273,-35.08163265,15.56989247
AT,12/4/2020,-63.14942529,-6.117021277,-37.34883721,-45.30681818,-34.84693878,15.88172043
AT,12/5/2020,-67.90804598,-10.32258065,-29.95744681,-47.95,-31.40206186,12.32307692
AT,12/6/2020,-71.86363636,-55,-36.96078431,-50.56164384,-33.54255319,9.833333333
AT,12/7/2020,-17.05479452,10.94623656,-29.21052632,-36.36046512,-42.6122449,11.74193548
AT,12/8/2020,-49.88607595,-51.55681818,-24.65714286,-59.83908046,-78.89795918,24.96774194
AT,12/9/2020,-34.4125,-0.861702128,-39.27027027,-28.84883721,-24.36734694,9.462365591
AT,12/10/2020,-35.92941176,-2.484210526,-37.72727273,-29.58139535,-24.06122449,10.38709677
AT,12/11/2020,-36.23595506,-0.136842105,-33.3255814,-29.80232558,-23.06122449,10.43010753
AT,12/12/2020,-37.34090909,0.673684211,-24,-33.66233766,-19.97916667,8.471428571
AT,12/13/2020,-66.02777778,-48.94117647,-24.44230769,-42.08219178,-29.77659574,8.520833333
AT,12/14/2020,-25.94594595,-1.452631579,-29.10526316,-25.43023256,-23.40816327,7.591397849
AT,12/15/2020,-28.61333333,0.457446809,-28.88571429,-26.13953488,-24.12244898,8.580645161
AT,12/16/2020,-30.5125,1.663157895,-30.11111111,-24.42352941,-22.76530612,8.52688172
AT,12/17/2020,-32.55952381,2.810526316,-31.82051282,-24.74418605,-22.84693878,9.053763441
AT,12/18/2020,-34.79310345,2.645833333,-28.83333333,-22.12790698,-22.66326531,9.688172043
AT,12/19/2020,-36.08139535,4.147368421,-20.89361702,-27.57894737,-20.53125,7.914285714
AT,12/20/2020,-67.29850746,-47.82352941,-18.25,-40.31944444,-31.18085106,8
AT,12/21/2020,-11.90277778,17.35555556,-29.34210526,-26.90697674,-28.20408163,8.333333333
